24380,518,66000125147
24381,518,66000005323
24382,518,67000001155
24383,518,66000125113
24384,518,66000005331
24385,518,67000000868
24386,518,66000014457
24387,518,66000126095
24388,518,66000051780
24389,518,66000017823
24390,518,66000018235
24391,518,66000125501
24392,518,66000005349
24393,518,67000004845
24394,518,66000018326
24395,518,66000017294
24396,518,66000091208
24397,518,67000001437
24398,518,66000126129
24399,518,66000048877
24400,518,66000017864
24401,518,66000016734
24402,518,67000004464
24403,518,66000091240
24404,518,66000125675
24405,518,66000014523
24406,518,66000015165
24407,518,66000005372
24408,518,66000051285
24409,518,66000017518
24410,518,66000051871
24411,518,66000015256
24412,518,66000019084
24413,518,66000014168
24414,518,66000016353
24415,518,66000125469
24416,518,67000004472
24417,518,66000005406
24418,518,67000004480
24419,518,66000016395
24420,518,67000004787
24421,518,66000018862
24422,518,66000018029
24423,518,66000005422
24424,518,66000005430
24425,518,66000090481
24426,518,66000125212
24427,518,66000018474
24428,518,67000004829
24429,518,66000017807
24430,518,66000015215
24431,518,66000005448
24432,518,66000125717
24433,518,66000018052
24434,518,67000001379
24435,518,66000125139
24436,518,66000017898
24437,518,66000125964
24438,518,66000016809
24439,518,66000014770
24440,518,67000004910
24441,518,66000005455
24442,518,66000051251
24443,518,66000005463
24444,518,66000125063
24445,518,66000125832
24446,518,66000005489
24447,518,66000014853
24448,518,66000125519
24449,518,66000204207
24450,518,66000005505
24451,518,66000018276
24452,518,66000018482
24453,518,66000014283
24454,518,66000048885
24455,518,66000016742
24456,518,66000125626
24457,518,66000005513
24458,518,66000016452
24459,518,66000091232
24460,518,66000014093
24461,518,66000051798
24462,518,66000015173
24463,518,66000100520
24464,518,66000016379
24465,518,66000005521
24466,518,67000001213
24467,518,66000016403
24468,518,66000126012
24469,518,66000091257
24470,518,66000016155
24471,518,66000125774
24472,518,67000000959
24473,518,67000001700
24474,518,67000004498
24475,518,66000100017
24476,518,67000004886
24477,518,66000018599
24478,518,66000016841
24479,518,66000048893
24480,518,67000001544
24481,518,66000125865
24482,518,67000001031
24483,518,66000204371
24484,518,66000125972
24485,518,66000016817
24486,518,67000004506
24487,518,66000204439
24488,518,66000005562
24489,518,66000005570
24490,518,67000001866
24491,518,66000125071
24492,518,66000125543
24493,518,66000125485
24494,518,66000126160
24495,518,66000089624
24496,518,66000014309
24497,518,67000001692
24498,518,67000004605
24499,518,66000018391
24500,518,66000014713
24501,518,66000125584
24502,518,66000051426
24503,518,67000001858
24504,518,67000001908
24505,518,66000014291
24506,518,66000005612
24507,518,66000016114
24508,518,66000051376
24509,518,66000016346
24510,518,66000005620
24511,518,66000018250
24512,518,66000005638
24513,518,66000015983
24514,518,66000018011
24515,518,67000004928
24516,518,66000018631
24517,518,66000013871
24518,518,66000016387
24519,518,66000090077
24520,518,67000004696
24521,518,66000126285
24522,518,66000017773
24523,518,66000125303
24524,518,66000016486
24525,518,67000001395
24526,518,67000001494
24527,518,67000001635
24528,518,67000001338
24529,518,67000001080
24530,518,66000126178
24531,518,66000016494
24532,518,66000016510
24533,518,67000000884
24534,518,67000001205
24535,518,66000016247
24536,518,66000125337
24537,518,67000001353
24538,518,66000016221
24539,518,67000001239
24540,518,66000125428
24541,518,66000017070
24542,518,66000204215
24543,518,66000204330
24544,518,66000204348
24545,518,66000090580
24546,518,66000016015
24547,518,66000016262
24548,518,66000013814
24549,518,66000090549
24550,518,66000090630
24551,518,66000005687
24552,518,66000125345
24553,518,67000001320
24554,518,67000001486
24555,518,67000001825
24556,518,67000001197
24557,518,67000001502
24558,518,66000204223
24559,518,66000204389
24560,518,66000204231
24561,518,66000204322
24562,518,66000204249
24563,518,66000204405
24564,518,66000204256
24565,518,66000016700
24566,518,66000016189
24567,518,66000005745
24568,518,66000014150
24569,518,67000001130
24570,518,66000014978
24571,518,66000014994
24572,518,67000000900
24573,518,66000090754
24574,518,66000093329
24575,518,66000093360
24576,518,66000204264
24577,518,66000089830
24578,518,66000005760
24579,518,66000051202
24580,518,66000125410
24581,518,66000204272
24582,518,66000204280
24583,518,66000015751
24584,518,67000001346
24585,518,67000001189
24586,518,66000093295
24587,518,66000016213
24588,518,66000015645
24589,518,66000015488
24590,518,66000051855
24591,518,67000000934
24592,518,66000015553
24593,518,66000015116
24594,518,66000014960
24595,518,66000014986
24596,518,66000090218
24597,518,66000015371
24598,518,66000014515
24599,518,66000125402
24600,518,66000016056
24601,518,66000014218
24602,518,66000204447
24603,518,66000051475
24604,518,66000126228
24605,518,66000016536
24606,518,66000015009
24607,518,67000001312
24608,518,66000089848
24609,518,66000016460
24610,518,67000001882
24611,518,66000093444
24612,518,66000126210
24613,518,67000001098
24614,518,66000017351
24615,518,66000014044
24616,518,66000014051
24617,518,66000016072
24618,518,66000125873
24619,518,66000093352
24620,518,66000051194
24621,518,66000125436
24622,518,66000052143
